"municipio","idx1_servicio1","idx1_servicio2","idx1_servicio3","idx2_Adultez1","idx2_Adultez2","idx2_Adultez3","idx3_climatico1","idx3_climatico2","idx4_Capacidad1","idx4_Capacidad2","idx5_viviendas1","idx5_viviendas2","idx5_viviendas3","idx6_crecimiento1","idx6_crecimiento2","idx6_crecimiento3","idx6_crecimiento4","idx6_crecimiento5","idx7_gini1","idx8_demografica1","idx8_demografica2","idx9_infnin1","idx9_infnin2","idx9_infnin3","idx9_infnin4","idx10_juventud1","idx10_juventud2","idx10_juventud3","idx10_juventud4","idx10_juventud5","idx11_pobreza1","idx11_pobreza2","idx12_salud1","idx13_saludmental1","idx13_saludmental2","idx14_seguridad1","idx14_seguridad2","idx15_vejez1","sub_grp"
"apartado",0.267854080610734,-0.918614784895868,-0.728869746816894,1.14953645112993,2.06362689312396,-0.571068572788986,-0.328434869464626,0.843763415634513,2.60883105647752,1.98601996467226,-0.796453681193042,1.20143296733847,-0.988300767566644,-0.665590950033386,0.918389416962752,-1.3878924333997,-0.600732804923273,0.50676140570521,0.987138984425307,1.7500264615856,-0.747333238809567,0.438738691213873,0.156601047761662,1.11589507971915,1.05229772941446,1.87035233859497,-1.31671665194209,-0.617085424533404,1.43163725216208,0.0653209280627131,0.740405864187873,1.65588923236795,0.842689356816052,0.452701541484605,0.0950960448225591,-0.848512737424807,1.35605301826311,0.460727640759247,1
"arboletes",0.234099253419581,-0.275812931206469,0.676346188229053,-1.01702961917068,0.074327336010133,2.19138051687467,-0.147171369096546,2.23038453576442,-1.13389722126342,0.694333607021618,1.73517179713073,1.51504501671293,-0.441074750688245,-0.0301373616108927,-1.17591965087907,-0.145357033544613,-0.851370715468833,0.209180655926691,0.558557738770942,-0.443637045136006,0.588266252443823,0.252201152174981,-0.502111491247929,0.731379240937447,-1.04414587256782,-0.206637463580744,0.0693998780255363,-0.0558758198954055,-1.35524138031729,1.06098288322001,-1.52347100202236,-0.530632692860006,-0.741875581432122,0.105797222395746,0.679211625835946,1.56750078201311,0.515309140652547,-1.0107557750249,2
"caceres",0.234325026039669,1.87019302408513,-0.955256302192114,-0.787880674778674,-0.409942332256418,-0.00652844905371463,-0.574584752491951,1.48051760052439,-0.192359626852968,-0.123299767296599,0.0447012126909124,-0.382292545035617,-0.793993387159166,-0.086542816668678,-1.03550050918707,1.1080016283662,0.172488686781342,-0.0621806736363785,0.411310463986676,-0.724939730791895,1.48457850998819,0.0466261295214056,-1.01134033474451,-0.88300594825341,-1.30414599112351,-0.0873321570215142,0.0648491538000771,0.480236878892782,-0.395254063999006,-0.200605567166435,-0.142261233317567,-1.27657901326194,-0.276590714499933,-0.477689715974965,1.21034951127778,-0.479085683304631,-2.0749139921505,0.0413842484544958,2
"carepa",0.250586110861527,-0.276622966079825,0.678825654480712,-1.78780242007214,0.489446003706557,-1.51108506753407,-0.348816078791452,0.0745866126906732,0.439420533680737,0.330480040903586,-0.740789256994629,0.564959051178742,-1.05683316191946,-0.1132073875177,0.531088527495026,-1.58834794994975,-1.30630106147127,-0.132782545237577,-0.211299672182023,1.37164886500817,-0.457392222269651,0.173180902922261,0.363434195575851,1.28153566566842,0.729663101406513,1.22024198071669,0.00402728641158009,-0.668820574591341,0.484959008304147,-0.304624026072107,0.0464213546395904,1.18438912743273,-0.170347304445393,0.956133135557529,0.336656127858411,-0.00629939735107039,0.905553480437967,0.876017105122263,1
"caucasia",0.272568587450787,-0.277703012577633,0.68213160948293,0.600227902720754,-0.143662844766994,-0.235240805449028,0.370643032183238,0.948621294222642,0.27615470382696,0.497881522383318,-0.755875512397317,0.145775813515871,-0.674605580575504,-0.0384174463754434,1.09764154860587,-0.936232286770726,1.19340390326185,0.700942960979001,0.701788617850328,0.35960503538042,-0.702039058817977,0.535932244191584,-0.197454314790415,0.297502565147131,0.696034613258805,1.01045220362284,-0.850163914923519,1.65776625842351,1.14270856814667,0.861508391818627,1.25541854584295,0.137770761020335,0.355153329685254,1.26605796221885,0.223894331774569,-0.56925342347323,0.180672397018783,-0.17727680336942,1
"chigorodo",0.283559825745417,-0.278243035826537,0.683784586984038,0.645149194767914,1.68906957778331,-0.599596175513306,-0.177101653891326,-0.32667525445438,-0.14086733038834,-0.80502907827586,-1.02627139191554,-0.0290533026790426,0.126639806848363,-0.634887961041121,0.33943329646846,-1.17134197055334,-0.430703171176488,-0.0455115414257804,0.783929244021758,0.794321390633002,-0.859808514325843,0.407231318828643,0.0259839246901884,1.05501307724392,0.654849542021915,0.452731198892659,-0.742002323864899,-0.635533327769658,0.509724832654026,-0.910557115964542,0.195379983627779,-0.102722261296692,0.366168678944147,1.33768322769102,-1.00734612751658,0.117368586405044,0.0966545251146118,0.492994755453249,1
"dabeiba",0.261577349156157,-0.277162989328729,0.680478631981823,1.48219207954481,-0.00632621892647797,-0.0238253619392047,-1.32173477022693,0.133436310464001,0.217300125758892,-0.789413450568561,-0.460350833258637,-0.102055951040059,1.33229081897603,-0.796688775009352,0.109343053539088,-0.850415686040302,1.69870037247954,-2.21305853261947,-0.882307800665866,-1.03804101613252,-1.02070854030652,0.189540169203584,-0.788183403895049,-0.42122100631013,-0.117379445687748,-0.400975038767453,-1.07257038872422,0.355040816815342,-0.582313111571335,-1.35596668307192,-0.639818692735449,-0.64294516927724,-0.520913023707032,-0.911514898366063,-1.21654814397707,0.199436041328103,-1.31709982102405,-0.561970338000414,2
"el_bagre",0.264233463995583,2.97827194213981,0.582415184858988,0.239222208931973,0.416814244403697,0.814755487578534,0.116342847206738,0.884012059560921,-0.170319704131419,-0.975727068762786,0.301788302140447,-0.347251923803588,-0.907448016688716,-0.69355912315466,1.08136286410006,0.907355053339664,-0.0237449553281532,0.76814999533998,-1.26248724542846,-0.153173711411977,0.801365011727694,0.637476090942245,-0.131125279999555,-0.694442838303394,-0.850397156324817,-0.374064996624671,0.084714275593027,0.393151744801102,-0.790786086869804,0.542125297567176,0.189679305679847,-0.69539972464166,0.888354154010689,-0.571063726102482,0.857210679336786,-0.344357321181314,0.0823991670803537,0.733747337516736,2
"murindo",0.221713440891904,-0.2745976342127,-0.98783418276106,-0.159161212960396,-0.886674595494225,-2.136892621841,-1.69502773738372,-0.940142943443126,-1.14826191951286,0.758114940617158,1.60794252149336,2.06672126486262,2.62898893248616,-1.64281187567823,-0.569829403822802,1.44518222410915,0.0803606429991975,-0.613812464998756,-1.60086246878482,-2.27932344801827,-2.85836888304159,-3.05629636568189,-0.0523212434305566,1.31491456803855,0.896473826490598,0.0776564758707162,2.68900557795784,1.60985682854878,0.298850741002588,-0.177519253602462,-1.72258698052992,1.1373337657061,1.56372729675393,-1.72169962036452,-1.7991926721957,1.01851467572202,0.228125747856701,1.96123678302254,3
"mutata",0.201125538535691,-0.274192861459757,0.671387255725729,0.759458729686538,-1.1688013200232,-0.580207227213138,-0.0417873807223816,0.00392802042486183,-0.734452164463917,-0.230880026365269,0.603824129770604,0.694600377120104,-1.08135184990232,0.278429192347035,0.127541573814173,-0.134743120728944,1.90074542690796,-1.62699057559576,-0.743537499576736,-0.2007947156841,-0.895280542299948,-1.20545285365674,2.0215379051197,-2.73354791006685,1.11183070422733,-2.65964267043031,0.509595811462316,0.325663593033719,2.13858244354023,1.28647232977241,0.580831400377682,-0.267042322995113,0.364178573229188,-0.423537743745066,-2.36899951609026,0.5965630728348,-1.059230640979,0.746809602237383,2
